번호,시퀀스,모델명,지역,가격,시세안심지수,번호판,연식,주행거리,연료,변속기,색상,사진
340,26488254,벤츠 SLC클래스 (R172) SLC 43 AMG,경기,"3,890만원",적정,142두7842,18년02월(18년형),"71,086km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2648/26488254_23293832615631014.jpeg?width=320
341,26372713,포르쉐 718 박스터 2.5 GTS,대구,"9,250만원",적정,231우7718,19년12월(20년형),"20,373km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2637/26372713_20618232105555884.jpg?width=320
342,26485021,닷지 챌린저 3.5 SXT,경기,"5,500만원",낮음,63라9635,20년09월(17년형),"84,202km",가솔린,오토,초록색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2648/26485021_23233238951611348.jpeg?width=320
343,26484981,재규어 F-TYPE 2.0 P300 컨버터블,경기,"4,600만원",적정,297거1563,18년09월(19년형),"44,567km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img08/img2648/26484981_23232686198438512.jpeg?width=320
344,26484842,포르쉐 911(992) Carrera S Cabriolet,부산,"17,850만원",적정,268고3872,20년06월(20년형),"24,458km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2648/26484842_23232956732446703.jpeg?width=320
345,26293413,BMW M시리즈 M2 쿠페 Competition(F87),경기,"4,270만원",적정,104어5696,19년06월(19년형),"87,209km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2629/26293413_18466982204076556.jpeg?width=320
346,26477587,BMW M시리즈 M4 쿠페 Competition (F82),부산,"4,890만원",적정,02나8279,17년08월(18년형),"77,816km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2647/26477587_23197109768178794.jpeg?width=320
347,26474857,BMW M시리즈 M4 쿠페 F82 (14~),경기,"3,440만원",적정,32노5555,14년11월(15년형),"131,053km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2647/26474857_22978964816103037.jpeg?width=320
348,26470338,포르쉐 911(992) Carrera 4S Cabriolet,부산,"18,350만원",적정,143나9335,21년05월(21년형),"19,571km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2647/26470338_22874835588983806.jpeg?width=320
349,26468564,벤츠 CLE클래스 (C236) CLE 200 쿠페 기본형,부산,"6,850만원",낮음,233도9754,24년10월(24년형),784km,하이브리드(가솔린),오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2646/26468564_22854276005871726.jpeg?width=320
350,26467154,벤츠 AMG GT GT R,경기,"18,900만원",낮음,393저4393,21년11월(21년형),"17,230km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2646/26467154_22803187557799890.jpeg?width=320
351,26462821,페라리 로마 3.9 기본형,경기,"37,000만원",적정,130오2222,24년06월(24년형),106km,가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2646/26462821_22712901360497235.jpeg?width=320
352,26461760,BMW 올 뉴 Z4 M40i,경기,"4,999만원",적정,114우2288,19년12월(20년형),"64,989km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2646/26461760_22703202532324511.jpeg?width=320
353,26456276,포드 머스탱 쿠페,경기,"1,759만원",적정,24너8182,14년01월(14년형),"110,699km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26456276_22611031856576183.jpeg?width=320
354,26450794,포르쉐 뉴 911 타르가 4S 991(14년~),경기,"13,900만원",적정,353러1116,17년04월(17년형),"31,279km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2645/26450794_22523235145320733.jpeg?width=320
355,26444178,포르쉐 718 박스터 2.5 GTS,경기,"7,090만원",적정,169저5399,18년06월(18년형),"72,995km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2644/26444178_22258964653464806.jpeg?width=320
356,26439637,마세라티 그란투리스모 S 4.7,경기,"3,359만원",적정,148두4720,09년04월(09년형),"50,503km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2643/26439637_22188008305948371.jpeg?width=320
357,26438643,포르쉐 911(992) Carrera 4S,부산,"16,450만원",적정,179모4978,20년04월(20년형),"22,960km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2643/26438643_22181865540708249.jpeg?width=320
358,26430307,BMW M시리즈 M2 쿠페 F87 (16~),경기,"3,599만원",적정,35어9373,16년12월(17년형),"49,583km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2643/26430307_22008725538085758.jpeg?width=320
359,26430153,포드 올뉴머스탱 쿠페 프리미엄,경기,"2,170만원",보통,62나7604,17년04월(17년형),"84,626km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2643/26430153_22012599982175085.jpeg?width=320
360,26428722,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,경기,"10,900만원",적정,300주5030,23년05월(23년형),"31,799km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2642/26428722_21987758182819238.jpeg?width=320
361,25960051,BMW M시리즈 M5 세단 Competition Edition,경기,"14,900만원",낮음,310더2327,22년08월(22년형),"24,301km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2596/25960051_20921143095132054.jpg?width=320
362,26426195,마세라티 그란카브리오 4.7 스포츠,경기,"6,499만원",적정,07모8222,17년11월(16년형),"44,750km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2642/26426195_21933229418836610.jpeg?width=320
363,26425479,포르쉐 911(992) Carrera S,부산,"16,750만원",낮음,224조1075,20년05월(20년형),"29,250km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2642/26425479_21908111080399550.jpeg?width=320
364,26419344,포르쉐 911(992) Carrera 4S Cabriolet,경기,"17,400만원",적정,397저1911,21년01월(21년형),"36,096km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2641/26419344_21664759575245101.jpeg?width=320
365,26414703,BMW M시리즈 M3 세단 F80 (14~21),경기,"3,849만원",적정,245저5246,15년11월(16년형),"101,273km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2641/26414703_21588474141971537.jpeg?width=320
366,26413564,포르쉐 718 박스터 4.0 GTS,경기,"13,690만원",적정,391러1101,24년02월(24년형),"1,234km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2641/26413564_21576853761398311.jpeg?width=320
367,26413106,포르쉐 911 카레라 카브리올레 997(05년~12년),경기,"5,450만원",적정,65노6183,10년05월(10년형),"105,633km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2641/26413106_21569019882960778.jpeg?width=320
368,26409206,포르쉐 911(992) Carrera,부산,"14,250만원",적정,377무3701,21년04월(21년형),"25,744km",가솔린,오토,초록색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2640/26409206_21480787714521000.jpeg?width=320
369,26404390,벤츠 SLC클래스 (R172) SLC 250,경기,"3,290만원",낮음,289거6483,19년09월(19년형),"43,559km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2640/26404390_21404079857502335.jpeg?width=320
370,26405853,포르쉐 911(992) Carrera 4S,부산,"17,350만원",적정,146소9118,21년09월(21년형),"8,980km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2640/26405853_21418610285814206.jpeg?width=320
371,26403276,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,경기,"8,920만원",적정,131무6330,22년07월(22년형),"41,809km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2640/26403276_21394720549459297.jpeg?width=320
372,26403060,포드 머스탱 쿠페,경기,"1,680만원",적정,48소2430,15년01월(15년형),"97,745km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2640/26403060_21392907044530839.jpeg?width=320
373,26389998,BMW M시리즈 M2 쿠페 Competition(F87),경기,"4,650만원",적정,252두5430,20년04월(20년형),"57,697km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26389998_20985708904131885.jpeg?width=320
374,26389469,BMW M시리즈 M5 세단 Competition Edition,서울,"11,400만원",적정,178다3383,20년11월(21년형),"21,898km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26389469_20979408320597341.jpeg?width=320
375,26320647,BMW 올 뉴 Z4 M40i,경기,"7,600만원",적정,357저5230,24년03월(24년형),"7,661km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2632/26320647_19257795126080040.jpeg?width=320
376,26380820,포르쉐 911(992) Carrera 4 Cabriolet,부산,"17,450만원",적정,128더5881,21년01월(21년형),"20,644km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26380820_20827522222925035.jpeg?width=320
377,26328114,포르쉐 911(992) Targa 4 GTS,경기,"24,450만원",낮음,152루1119,22년04월(22년형),"7,500km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2632/26328114_19508938564864574.jpeg?width=320
378,26380597,페라리 로마 3.9 기본형,경기,"27,500만원",적정,230더3119,22년06월(21년형),"13,068km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26380597_20813242990101500.jpeg?width=320
379,26380016,BMW 뉴 Z4 sDrive35i E89,경기,"1,950만원",적정,13저7147,11년06월(11년형),"116,684km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26380016_20809603640958060.jpeg?width=320
380,26375834,BMW 8시리즈 (G15) 840d xDrive Gran Coupe M Sport Package,경기,"7,999만원",낮음,129오3117,20년02월(20년형),"69,556km",디젤,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img07/img2637/26375834_20722651799037311.jpeg?width=320
381,26373389,애스턴마틴 DB9 6.0 V12 볼란테,경기,"9,300만원",적정,217우8672,17년03월(15년형),"24,751km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2637/26373389_20697218469435193.jpeg?width=320
382,26369631,BMW M시리즈 M2 쿠페 G87(23~),경기,"7,000만원",적정,339노5171,23년08월(23년형),"14,653km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2636/26369631_20480232545982260.jpeg?width=320
383,26367358,BMW M시리즈 M3 세단 M 퍼포먼스 사일렌서 에디션 F80,경기,"4,250만원",적정,326주5845,16년05월(16년형),"94,534km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2636/26367358_20439712406053192.jpeg?width=320
384,26365522,BMW M시리즈 M4 컨버터블 F83(15년~),경기,"3,900만원",낮음,128가5844,15년02월(15년형),"43,140km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2636/26365522_20402085052542457.jpeg?width=320
385,26365320,재규어 F-TYPE 5.0SC R 컨버터블 AWD,경기,"5,900만원",낮음,54모3331,13년07월(14년형),"68,741km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2636/26365320_20384245774481304.jpeg?width=320
386,26352715,포르쉐 718 박스터 2.5 GTS,광주,"8,299만원",낮음,144도1612,19년04월(19년형),"61,517km",가솔린,오토,빨강,https://img.kbchachacha.com/IMG/carimg/l/img05/img2635/26352715_20171277013405870.jpeg?width=320
387,26349712,페라리 488 스파이더 4.0 V8,경기,"23,900만원",적정,37노0370,16년09월(17년형),"28,464km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2634/26349712_20129904552491674.jpeg?width=320
388,26343203,도요타 86 2.0,경기,"2,600만원",보통,16주7882,15년03월(15년형),"66,203km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img04/img2634/26343203_19852519732127595.jpeg?width=320
389,26341043,BMW M시리즈 M2 쿠페 Competition(F87),경기,"5,300만원",적정,26조6351,19년08월(20년형),"27,611km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2634/26341043_19823925407922572.jpeg?width=320
390,26306404,포르쉐 911(992) Carrera Cabriolet,부산,"15,980만원",적정,300저8497,20년12월(21년형),"20,528km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2630/26306404_18732773766082931.jpeg?width=320
391,26299036,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,부산,"10,300만원",적정,108러7597,22년06월(22년형),"14,173km",하이브리드(가솔린),오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2629/26299036_18564385870899544.jpeg?width=320
392,26298451,BMW M시리즈 M4 쿠페 Competition (F82),경기,"10,780만원",적정,180다7457,23년09월(24년형),"11,739km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2629/26298451_18556600478946279.jpeg?width=320
393,26287309,페라리 488 피스타 스파이더 4.0 V8,경기,"23,900만원",적정,151어3973,19년01월(19년형),"45,994km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img08/img2628/26287309_20382727134128732.jpg?width=320
394,26285374,BMW i8 1.5 쿠페 하이브리드,서울,"6,450만원",적정,51부4100,15년06월(15년형),"72,180km",하이브리드(가솔린),오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2628/26285374_27088467998423173.jpg?width=320
395,26276032,포르쉐 911(992) Carrera 4S Cabriolet,경기,"15,800만원",적정,310머1551,20년03월(20년형),"15,285km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2627/26276032_18041778375059315.jpeg?width=320
396,26275202,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,경기,"6,700만원",낮음,143어6445,21년05월(21년형),"87,527km",하이브리드(가솔린),오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2627/26275202_18032090339816332.jpeg?width=320
397,26228808,페라리 캘리포니아 30 4.3 V8,경기,"11,500만원",보통,66러3388,14년03월(14년형),"40,989km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2622/26228808_22631336030440260.jpg?width=320
398,26162009,포르쉐 911 카레라 4S 카리브올레 996,경기,"9,900만원",적정,28우4837,14년09월(15년형),"39,077km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2616/26162009_15978654347113030.jpeg?width=320
399,26115716,포르쉐 뉴 911 터보 카브리올레 991(14년~),경기,"11,900만원",낮음,01무5147,15년11월(16년형),"73,734km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2611/26115716_14225998544079898.jpeg?width=320
400,26474513,포드 올뉴머스탱 쿠페 프리미엄,제주,"1,550만원",적정,214오2223,16년01월(16년형),"121,000km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2647/26474513_22964303192747986.jpg?width=320
401,26742837,포드 올뉴머스탱 GT 쿠페 프리미엄,경기,"2,890만원",낮음,105노6844,19년05월(19년형),"45,542km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2674/26742837_30380723801284358.jpeg?width=320
402,26755562,BMW M시리즈 X6 M G06 Competition (2020~),경기,"10,200만원",적정,271고7171,21년03월(21년형),"48,579km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2675/26755562_30634294218820640.jpg?width=320
403,26587020,포르쉐 718 박스터 2.0,인천,"3,910만원",적정,33더5124,17년05월(17년형),"167,883km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2658/26587020_25788725105787961.jpg?width=320
404,26747449,포드 올뉴머스탱 컨버터블 프리미엄,인천,"2,840만원",낮음,328마1662,21년09월(21년형),"42,000km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2674/26747449_30468714361698441.jpeg?width=320
405,26226657,벤츠 AMG GT GT 4door 43 4MATIC+ Dynamic,경기,"9,990만원",낮음,189로7779,23년05월(23년형),"3,818km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2622/26226657_16683309837541974.jpg?width=320
406,26135682,마쯔다 RX-8 1.3 가솔린 쿠페,경기,980만원,낮음,53다3232,08년08월(04년형),"86,515km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2613/26135682_14693078785235604.jpg?width=320
407,26025611,포르쉐 911(992) Targa 4 GTS,인천,"21,900만원",적정,202조2054,23년03월(23년형),"18,800km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2602/26025611_12320145978411992.jpeg?width=320
408,26406215,포르쉐 911(992) Carrera 4,경기,"10,750만원",적정,248루6605,20년08월(20년형),"95,335km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2640/26406215_22194471893859356.jpg?width=320
409,26090615,포드 올뉴머스탱 컨버터블 프리미엄,대전,"3,980만원",적정,225부2643,22년10월(22년형),"26,357km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2609/26090615_13622704685255304.jpg?width=320
410,26729452,포드 올뉴머스탱 쿠페 프리미엄,경기,"1,870만원",적정,176라6312,18년05월(18년형),"115,000km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2672/26729452_29954704640600846.jpg?width=320
